"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction",137,0.881946039540254,1.26304492180727,0.000137170466073809,0.0246905539873842,0.0230366412800953,106,"tags=15%, list=6%, signal=15%","5644/2554/1128/1129/154/1131/147/2908/146/148/5646/2891/150/153/1135/1139/152/151/5733/4988"
"hsa05200","hsa05200","Pathways in cancer",203,0.859568685171221,1.22364369152277,0.000187049651419578,0.0246905539873842,0.0230366412800953,163,"tags=30%, list=9%, signal=31%","5743/2099/367/4843/1017/5468/2932/890/6256/2100/5292/836/808/596/5970/581/8648/842/3725/3569/207/3162/7157/841/3576/5594/4318/7422/595/4790/2353/1026/5595/7040/4792/2950/1019/4312/3458/5925/3558/5733/4609/598/4313/4780/3091/3565/5578/5728/1728/6772/6774/2064/5579/5599/1956/332/5467/2944/2475"
